chrom	start	end	GC
4	143600000	143700000	0.38776
4	143700000	143800000	0.37379
4	143800000	143900000	0.37778
4	143900000	144000000	0.38148
4	144000000	144100000	0.37891
4	144100000	144200000	0.37436
4	144200000	144300000	0.35842
4	144300000	144400000	0.37685
4	144400000	144500000	0.36143
4	144500000	144600000	0.38615
4	144600000	144700000	0.37177
4	144700000	144800000	0.37278
4	144800000	144900000	0.37537
4	144900000	145000000	0.37308
4	145000000	145100000	0.37682
4	145100000	145200000	0.38073
4	145200000	145300000	0.39931
4	145300000	145400000	0.38931
4	145400000	145500000	0.3916
4	145500000	145600000	0.38784
4	145600000	145700000	0.39502
4	145700000	145800000	0.41761
4	145800000	145900000	0.41158
4	145900000	146000000	0.39988
4	146000000	146100000	0.39173
4	146100000	146200000	0.39733
4	146200000	146300000	0.41219
4	146300000	146400000	0.37299
4	146400000	146500000	0.35758
4	146500000	146600000	0.39616
4	146600000	146700000	0.39146
4	146700000	146800000	0.36564
4	146800000	146900000	0.37111
4	146900000	147000000	0.36708
4	147000000	147100000	0.38079
4	147100000	147200000	0.38508
4	147200000	147300000	0.36501
4	147300000	147400000	0.37897
4	147400000	147500000	0.38519
4	147500000	147600000	0.4016
4	147600000	147700000	0.39738
4	147700000	147800000	0.41887
4	147800000	147900000	0.40931
4	147900000	148000000	0.39804
4	148000000	148100000	0.42619
4	148100000	148200000	0.39605
4	148200000	148300000	0.37946
4	148300000	148400000	0.3695
4	148400000	148500000	0.37602
4	148500000	148600000	0.38257
4	148600000	148700000	0.36676
4	148700000	148800000	0.37756
4	148800000	148900000	0.3783
4	148900000	149000000	0.37573
4	149000000	149100000	0.38098
4	149100000	149200000	0.3754
4	149200000	149300000	0.36109
4	149300000	149400000	0.35853
4	149400000	149500000	0.35256
4	149500000	149600000	0.35575
4	149600000	149700000	0.35485
4	149700000	149800000	0.36324
4	149800000	149900000	0.36341
4	149900000	150000000	0.37304
4	150000000	150100000	0.39584
4	150100000	150200000	0.3948
4	150200000	150300000	0.4156
4	150300000	150400000	0.35876
4	150400000	150500000	0.34012
4	150500000	150600000	0.35907
4	150600000	150700000	0.36147
4	150700000	150800000	0.35686
4	150800000	150900000	0.35865
4	150900000	151000000	0.37822
4	151000000	151100000	0.44173
4	151100000	151200000	0.40682
4	151200000	151300000	0.40612
4	151300000	151400000	0.41024
4	151400000	151500000	0.38857
4	151500000	151600000	0.3944
4	151600000	151700000	0.42772
4	151700000	151800000	0.41405
4	151800000	151900000	0.42983
4	151900000	152000000	0.4209
4	152000000	152100000	0.43354
4	152100000	152200000	0.4304
4	152200000	152300000	0.42217
4	152300000	152400000	0.34829
4	152400000	152500000	0.36156
4	152500000	152600000	0.39849
4	152600000	152700000	0.42562
4	152700000	152800000	0.41148
4	152800000	152900000	0.37547
4	152900000	153000000	0.43326
4	153000000	153100000	0.43609
4	153100000	153200000	0.43925
4	153200000	153300000	0.4257
4	153300000	153400000	0.38989
4	153400000	153500000	0.43288
4	153500000	153600000	0.40836
4	153600000	153700000	0.41384
4	153700000	153800000	0.41079
4	153800000	153900000	0.4017
4	153900000	154000000	0.39229
4	154000000	154100000	0.40827
4	154100000	154200000	0.39382
4	154200000	154300000	0.36879
4	154300000	154400000	0.37291
4	154400000	154500000	0.39641
4	154500000	154600000	0.37642
4	154600000	154700000	0.37969
4	154700000	154800000	0.3831
4	154800000	154900000	0.37128
4	154900000	155000000	0.39076
4	155000000	155100000	0.38374
4	155100000	155200000	0.36223
4	155200000	155300000	0.35782
4	155300000	155400000	0.38004
4	155400000	155500000	0.37608
4	155500000	155600000	0.37107
4	155600000	155700000	0.37359
4	155700000	155800000	0.37143
4	155800000	155900000	0.36765
4	155900000	156000000	0.37206
4	156000000	156100000	0.35595
4	156100000	156200000	0.36267
4	156200000	156300000	0.36194
4	156300000	156400000	0.34816
4	156400000	156500000	0.35898
4	156500000	156600000	0.35456
4	156600000	156700000	0.36538
4	156700000	156800000	0.36498
4	156800000	156900000	0.35334
4	156900000	157000000	0.37582
4	157000000	157100000	0.36282
4	157100000	157200000	0.35246
4	157200000	157300000	0.35179
4	157300000	157400000	0.33897
4	157400000	157500000	0.35221
4	157500000	157600000	0.36538
4	157600000	157700000	0.3514
4	157700000	157800000	0.35854
4	157800000	157900000	0.35791
4	157900000	158000000	0.3576
4	158000000	158100000	0.36641
4	158100000	158200000	0.36931
4	158200000	158300000	0.37425
4	158300000	158400000	0.37957
4	158400000	158500000	0.37515
4	158500000	158600000	0.38254
4	158600000	158700000	0.38493
4	158700000	158800000	0.40354
4	158800000	158900000	0.40775
4	158900000	159000000	0.4038
4	159000000	159100000	0.40313
4	159100000	159200000	0.37851
4	159200000	159300000	0.36459
4	159300000	159400000	0.38524
4	159400000	159500000	0.41474
4	159500000	159600000	0.3949
4	159600000	159700000	0.37547
4	159700000	159800000	0.36771
4	159800000	159900000	0.36893
4	159900000	160000000	0.37061
4	160000000	160100000	0.37022
4	160100000	160200000	0.36104
4	160200000	160300000	0.36262
4	160300000	160400000	0.34767
4	160400000	160500000	0.35761
4	160500000	160600000	0.34885
4	160600000	160700000	0.34855
4	160700000	160800000	0.35177
4	160800000	160900000	0.33616
4	160900000	161000000	0.32785
4	161000000	161100000	0.34393
4	161100000	161200000	0.34777
4	161200000	161300000	0.35559
4	161300000	161400000	0.35412
4	161400000	161500000	0.34305
4	161500000	161600000	0.33766
4	161600000	161700000	0.34151
4	161700000	161800000	0.33812
4	161800000	161900000	0.34348
4	161900000	162000000	0.33112
4	162000000	162100000	0.33066
4	162100000	162200000	0.33942
4	162200000	162300000	0.34959
4	162300000	162400000	0.34366
4	162400000	162500000	0.35244
4	162500000	162600000	0.34954
4	162600000	162700000	0.35785
4	162700000	162800000	0.36479
4	162800000	162900000	0.3646
4	162900000	163000000	0.36638
4	163000000	163100000	0.38251
4	163100000	163200000	0.38192
4	163200000	163300000	0.37739
4	163300000	163400000	0.37277
4	163400000	163500000	0.37455
4	163500000	163600000	0.36753
4	163600000	163700000	0.36763
4	163700000	163800000	0.35596
4	163800000	163900000	0.35086
4	163900000	164000000	0.353
4	164000000	164100000	0.35258
4	164100000	164200000	0.35416
4	164200000	164300000	0.34844
4	164300000	164400000	0.35511
4	164400000	164500000	0.36318
4	164500000	164600000	0.38334
4	164600000	164700000	0.38255
4	164700000	164800000	0.38919
4	164800000	164900000	0.38856
4	164900000	165000000	0.42508
4	165000000	165100000	0.44271
4	165100000	165200000	0.40894
4	165200000	165300000	0.38991
4	165300000	165400000	0.38039
4	165400000	165500000	0.38551
4	165500000	165600000	0.39201
4	165600000	165700000	0.37132
4	165700000	165800000	0.36771
4	165800000	165900000	0.3656
4	165900000	166000000	0.36418
4	166000000	166100000	0.34185
4	166100000	166200000	0.35678
4	166200000	166300000	0.35156
4	166300000	166400000	0.3515
4	166400000	166500000	0.34416
4	166500000	166600000	0.36314
4	166600000	166700000	0.33907
4	166700000	166800000	0.36028
4	166800000	166900000	0.34847
4	166900000	167000000	0.35188
4	167000000	167100000	0.34244
4	167100000	167200000	0.35179
4	167200000	167300000	0.35133
4	167300000	167400000	0.35042
4	167400000	167500000	0.36318
4	167500000	167600000	0.35394
4	167600000	167700000	0.35648
4	167700000	167800000	0.34647
4	167800000	167900000	0.36285
4	167900000	168000000	0.37082
4	168000000	168100000	0.35405
4	168100000	168200000	0.36615
4	168200000	168300000	0.36578
4	168300000	168400000	0.38321
4	168400000	168500000	0.37758
4	168500000	168600000	0.38446
4	168600000	168700000	0.40582
4	168700000	168800000	0.40209
4	168800000	168900000	0.41104
4	168900000	169000000	0.38535
4	169000000	169100000	0.43342
4	169100000	169200000	0.39199
4	169200000	169300000	0.39686
4	169300000	169400000	0.40437
4	169400000	169500000	0.37609
4	169500000	169600000	0.36732
4	169600000	169700000	0.37129
4	169700000	169800000	0.39738
4	169800000	169900000	0.4116
4	169900000	170000000	0.41865
4	170000000	170100000	0.42074
4	170100000	170200000	0.39774
4	170200000	170300000	0.37798
4	170300000	170400000	0.37821
4	170400000	170500000	0.36623
4	170500000	170600000	0.36487
4	170600000	170700000	0.36905
4	170700000	170800000	0.35398
4	170800000	170900000	0.33466
4	170900000	171000000	0.34879
4	171000000	171100000	0.34527
4	171100000	171200000	0.34467
4	171200000	171300000	0.3441
4	171300000	171400000	0.35027
4	171400000	171500000	0.33707
4	171500000	171600000	0.36107
4	171600000	171700000	0.36149
4	171700000	171800000	0.36177
4	171800000	171900000	0.35116
4	171900000	172000000	0.35706
4	172000000	172100000	0.35058
4	172100000	172200000	0.35609
4	172200000	172300000	0.34603
4	172300000	172400000	0.36404
4	172400000	172500000	0.35821
4	172500000	172600000	0.36402
4	172600000	172700000	0.36293
4	172700000	172800000	0.36578
4	172800000	172900000	0.38927
4	172900000	173000000	0.39616
4	173000000	173100000	0.4012
4	173100000	173200000	0.39539
4	173200000	173300000	0.3833
4	173300000	173400000	0.38363
4	173400000	173500000	0.39566
4	173500000	173600000	0.4348
4	173600000	173700000	0.38001
4	173700000	173800000	0.38146
4	173800000	173900000	0.36321
4	173900000	174000000	0.36593
4	174000000	174100000	0.36447
4	174100000	174200000	0.36248
4	174200000	174300000	0.35862
4	174300000	174400000	0.36347
4	174400000	174500000	0.37703
4	174500000	174600000	0.37152
4	174600000	174700000	0.35825
4	174700000	174800000	0.3527
4	174800000	174900000	0.35644
4	174900000	175000000	0.36523
4	175000000	175100000	0.36457
4	175100000	175200000	0.34562
4	175200000	175300000	0.35262
4	175300000	175400000	0.36532
4	175400000	175500000	0.38244
4	175500000	175600000	0.35497
4	175600000	175700000	0.3552
4	175700000	175800000	0.35742
4	175800000	175900000	0.35461
4	175900000	176000000	0.35826
4	176000000	176100000	0.36811
4	176100000	176200000	0.34978
4	176200000	176300000	0.38646
4	176300000	176400000	0.38109
4	176400000	176500000	0.36322
4	176500000	176600000	0.36747
4	176600000	176700000	0.38697
4	176700000	176800000	0.3557
4	176800000	176900000	0.35556
4	176900000	177000000	0.3596
4	177000000	177100000	0.36849
4	177100000	177200000	0.3659
4	177200000	177300000	0.38177
4	177300000	177400000	0.3821
4	177400000	177500000	0.39406
4	177500000	177600000	0.38506
4	177600000	177700000	0.36694
4	177700000	177800000	0.3663
4	177800000	177900000	0.36944
4	177900000	178000000	0.33852
4	178000000	178100000	0.34592
4	178100000	178200000	0.34831
4	178200000	178300000	0.36894
4	178300000	178400000	0.33645
4	178400000	178500000	0.35336
4	178500000	178600000	0.34727
4	178600000	178700000	0.35082
4	178700000	178800000	0.3426
4	178800000	178900000	0.35636
4	178900000	179000000	0.35996
4	179000000	179100000	0.34696
4	179100000	179200000	0.34399
4	179200000	179300000	0.35875
4	179300000	179400000	0.35826
4	179400000	179500000	0.36567
4	179500000	179600000	0.35723
4	179600000	179700000	0.36552
4	179700000	179800000	0.36299
4	179800000	179900000	0.35691
4	179900000	180000000	0.34866
4	180000000	180100000	0.35029
4	180100000	180200000	0.34573
4	180200000	180300000	0.36299
4	180300000	180400000	0.3496
4	180400000	180500000	0.36507
4	180500000	180600000	0.37376
4	180600000	180700000	0.3698
4	180700000	180800000	0.3643
4	180800000	180900000	0.37416
4	180900000	181000000	0.37043
4	181000000	181100000	0.36084
4	181100000	181200000	0.38478
4	181200000	181300000	0.38371
4	181300000	181400000	0.36283
4	181400000	181500000	0.3731
4	181500000	181600000	0.39425
4	181600000	181700000	0.3942
4	181700000	181800000	0.37933
4	181800000	181900000	0.3783
4	181900000	182000000	0.39042
4	182000000	182100000	0.39696
4	182100000	182200000	0.3865
4	182200000	182300000	0.41495
4	182300000	182400000	0.39458
4	182400000	182500000	0.37502
4	182500000	182600000	0.37524
4	182600000	182700000	0.37667
4	182700000	182800000	0.40371
4	182800000	182900000	0.49006
4	182900000	183000000	0.42004
4	183000000	183100000	0.43019
4	183100000	183200000	0.39307
4	183200000	183300000	0.38956
4	183300000	183400000	0.45297
4	183400000	183500000	0.4452
4	183500000	183600000	0.4321
4	183600000	183700000	0.40975
4	183700000	183800000	0.44609
4	183800000	183900000	0.433
4	183900000	184000000	0.42098
4	184000000	184100000	0.42771
4	184100000	184200000	0.44149
4	184200000	184300000	0.43496
4	184300000	184400000	0.43716
4	184400000	184500000	0.44533
4	184500000	184600000	0.42594
4	184600000	184700000	0.41904
4	184700000	184800000	0.43309
4	184800000	184900000	0.44772
4	184900000	185000000	0.45414
4	185000000	185100000	0.42986
4	185100000	185200000	0.42236
4	185200000	185300000	0.42107
4	185300000	185400000	0.412
4	185400000	185500000	0.39025
4	185500000	185600000	0.41285
4	185600000	185700000	0.39207
4	185700000	185800000	0.41423
4	185800000	185900000	0.40517
4	185900000	186000000	0.40375
4	186000000	186100000	0.43227
4	186100000	186200000	0.43268
4	186200000	186300000	0.41357
4	186300000	186400000	0.40561
4	186400000	186500000	0.43156
4	186500000	186600000	0.42773
4	186600000	186700000	0.40613
4	186700000	186800000	0.42388
4	186800000	186900000	0.39055
4	186900000	187000000	0.42319
4	187000000	187100000	0.39585
4	187100000	187200000	0.39676
4	187200000	187300000	0.37551
4	187300000	187400000	0.3849
4	187400000	187500000	0.398
4	187500000	187600000	0.38311
4	187600000	187700000	0.38765
4	187700000	187800000	0.38544
4	187800000	187900000	0.37741
4	187900000	188000000	0.41365
4	188000000	188100000	0.42489
4	188100000	188200000	0.45316
4	188200000	188300000	0.41947
4	188300000	188400000	0.4092
4	188400000	188500000	0.40092
4	188500000	188600000	0.38662
4	188600000	188700000	0.38503
4	188700000	188800000	0.38079
4	188800000	188900000	0.36303
4	188900000	189000000	0.38245
4	189000000	189100000	0.39068
4	189100000	189200000	0.39175
4	189200000	189300000	0.39171
4	189300000	189400000	0.39259
4	189400000	189500000	0.41602
4	189500000	189600000	0.40514
4	189600000	189700000	0.43129
4	189700000	189800000	0.41272
4	189800000	189900000	0.4222
4	189900000	190000000	0.39893
4	190000000	190100000	0.52347
4	190100000	190200000	0.43976
4	190200000	190214555	0.4805708013172338
5	0	100000	0.46492222222222224
5	100000	200000	0.50415
5	200000	300000	0.4905
5	300000	400000	0.52601
5	400000	500000	0.55139
5	500000	600000	0.55459
5	600000	700000	0.56656
5	700000	800000	0.50402
5	800000	900000	0.51411
5	900000	1000000	0.49797
5	1000000	1100000	0.60363
5	1100000	1200000	0.57586
5	1200000	1300000	0.58796
5	1300000	1400000	0.51901
5	1400000	1500000	0.54367
5	1500000	1600000	0.50989
5	1600000	1700000	0.50113
5	1700000	1800000	0.51065
5	1800000	1900000	0.54181
5	1900000	2000000	0.47117
5	2000000	2100000	0.45112
5	2100000	2200000	0.48632
5	2200000	2300000	0.45946
5	2300000	2400000	0.45608
5	2400000	2500000	0.43753
5	2500000	2600000	0.45601
5	2600000	2700000	0.45457
5	2700000	2800000	0.45656
5	2800000	2900000	0.445
5	2900000	3000000	0.41231
5	3000000	3100000	0.45071
5	3100000	3200000	0.43732
5	3200000	3300000	0.46105
5	3300000	3400000	0.47389
5	3400000	3500000	0.41165
5	3500000	3600000	0.44714
5	3600000	3700000	0.46451
5	3700000	3800000	0.43124
5	3800000	3900000	0.42233
5	3900000	4000000	0.40511
5	4000000	4100000	0.42008
5	4100000	4200000	0.40518
5	4200000	4300000	0.41822
5	4300000	4400000	0.38789
5	4400000	4500000	0.38531
5	4500000	4600000	0.39957
5	4600000	4700000	0.39656
5	4700000	4800000	0.37382
5	4800000	4900000	0.39942
5	4900000	5000000	0.41278
5	5000000	5100000	0.40596
5	5100000	5200000	0.41278
5	5200000	5300000	0.41658
5	5300000	5400000	0.46097
5	5400000	5500000	0.40438
5	5500000	5600000	0.43981
5	5600000	5700000	0.4182
5	5700000	5800000	0.41485
5	5800000	5900000	0.41059
5	5900000	6000000	0.41088
5	6000000	6100000	0.41744
5	6100000	6200000	0.42924
5	6200000	6300000	0.42774
5	6300000	6400000	0.46359
5	6400000	6500000	0.45952
5	6500000	6600000	0.46575
5	6600000	6700000	0.42902
5	6700000	6800000	0.48217
5	6800000	6900000	0.43293
5	6900000	7000000	0.40075
5	7000000	7100000	0.40473
5	7100000	7200000	0.3924
5	7200000	7300000	0.40342
5	7300000	7400000	0.41586
5	7400000	7500000	0.39823
5	7500000	7600000	0.39811
5	7600000	7700000	0.41414
5	7700000	7800000	0.4116
5	7800000	7900000	0.42571
5	7900000	8000000	0.39319
5	8000000	8100000	0.39609
5	8100000	8200000	0.37614
5	8200000	8300000	0.39846
5	8300000	8400000	0.38944
5	8400000	8500000	0.39076
5	8500000	8600000	0.38508
5	8600000	8700000	0.3714
5	8700000	8800000	0.38732
5	8800000	8900000	0.38178
5	8900000	9000000	0.37535
5	9000000	9100000	0.40293
5	9100000	9200000	0.40736
5	9200000	9300000	0.39631
5	9300000	9400000	0.39293
5	9400000	9500000	0.40214
5	9500000	9600000	0.41347
5	9600000	9700000	0.38856
5	9700000	9800000	0.41284
5	9800000	9900000	0.41107
5	9900000	10000000	0.41617
5	10000000	10100000	0.41345
5	10100000	10200000	0.43947
5	10200000	10300000	0.43905
5	10300000	10400000	0.41996
5	10400000	10500000	0.4515
5	10500000	10600000	0.47182
5	10600000	10700000	0.48249
5	10700000	10800000	0.44812
5	10800000	10900000	0.42254
5	10900000	11000000	0.42279
5	11000000	11100000	0.40655
5	11100000	11200000	0.41665
5	11200000	11300000	0.40513
5	11300000	11400000	0.40659
5	11400000	11500000	0.38341
5	11500000	11600000	0.38368
5	11600000	11700000	0.3748
5	11700000	11800000	0.37904
5	11800000	11900000	0.37672
5	11900000	12000000	0.37036
5	12000000	12100000	0.36703
5	12100000	12200000	0.35832
5	12200000	12300000	0.35157
5	12300000	12400000	0.35654
5	12400000	12500000	0.36024
5	12500000	12600000	0.35681
5	12600000	12700000	0.35839
5	12700000	12800000	0.34809
5	12800000	12900000	0.34945
5	12900000	13000000	0.35445
5	13000000	13100000	0.34765
5	13100000	13200000	0.36162
5	13200000	13300000	0.36578
5	13300000	13400000	0.37222
5	13400000	13500000	0.39153
5	13500000	13600000	0.39134
5	13600000	13700000	0.39305
5	13700000	13800000	0.38896
5	13800000	13900000	0.39125
5	13900000	14000000	0.40618
5	14000000	14100000	0.4278
5	14100000	14200000	0.43595
5	14200000	14300000	0.41449
5	14300000	14400000	0.42882
5	14400000	14500000	0.45068
5	14500000	14600000	0.44748
5	14600000	14700000	0.4115
5	14700000	14800000	0.45156
5	14800000	14900000	0.43253
5	14900000	15000000	0.4193
5	15000000	15100000	0.40793
5	15100000	15200000	0.38243
5	15200000	15300000	0.38301
5	15300000	15400000	0.38988
5	15400000	15500000	0.37885
5	15500000	15600000	0.40696
5	15600000	15700000	0.39433
5	15700000	15800000	0.39008
5	15800000	15900000	0.39604
5	15900000	16000000	0.3947
5	16000000	16100000	0.40041
5	16100000	16200000	0.40218
5	16200000	16300000	0.38934
5	16300000	16400000	0.39283
5	16400000	16500000	0.40891
5	16500000	16600000	0.43027
5	16600000	16700000	0.44441
5	16700000	16800000	0.43608
5	16800000	16900000	0.44052
5	16900000	17000000	0.45209
5	17000000	17100000	0.4399
5	17100000	17200000	0.43709
5	17200000	17300000	0.42049
5	17300000	17400000	0.42387
5	17400000	17500000	0.40099
5	17500000	17600000	0.4668
5	17600000	17700000	0.40687
5	17700000	17800000	0.38614
5	17800000	17900000	0.36316
5	17900000	18000000	0.36107
5	18000000	18100000	0.35926
5	18100000	18200000	0.36125
5	18200000	18300000	0.36347
5	18300000	18400000	0.36926
5	18400000	18500000	0.34942
5	18500000	18600000	0.37254
5	18600000	18700000	0.35275
5	18700000	18800000	0.35631
5	18800000	18900000	0.34373
5	18900000	19000000	0.33612
5	19000000	19100000	0.35245
5	19100000	19200000	0.34326
5	19200000	19300000	0.36341
5	19300000	19400000	0.35237
5	19400000	19500000	0.34524
5	19500000	19600000	0.34921
5	19600000	19700000	0.33948
5	19700000	19800000	0.35934
5	19800000	19900000	0.35287
5	19900000	20000000	0.33947
5	20000000	20100000	0.34476
5	20100000	20200000	0.3542
5	20200000	20300000	0.34158
5	20300000	20400000	0.36376
5	20400000	20500000	0.34552
5	20500000	20600000	0.34679
5	20600000	20700000	0.36046
5	20700000	20800000	0.35295
5	20800000	20900000	0.35308
5	20900000	21000000	0.35191
5	21000000	21100000	0.35243
5	21100000	21200000	0.35501
5	21200000	21300000	0.35609
5	21300000	21400000	0.35053
5	21400000	21500000	0.39905
5	21500000	21600000	0.35132
5	21600000	21700000	0.35558
5	21700000	21800000	0.34098
5	21800000	21900000	0.35187
5	21900000	22000000	0.35221
5	22000000	22100000	0.36873
5	22100000	22200000	0.36029
5	22200000	22300000	0.34063
5	22300000	22400000	0.358
5	22400000	22500000	0.35131
5	22500000	22600000	0.35254
5	22600000	22700000	0.3555
5	22700000	22800000	0.34262
5	22800000	22900000	0.35158
5	22900000	23000000	0.35901
5	23000000	23100000	0.35844
5	23100000	23200000	0.35944
5	23200000	23300000	0.35553
5	23300000	23400000	0.34811
5	23400000	23500000	0.3569
5	23500000	23600000	0.35633
5	23600000	23700000	0.36044
5	23700000	23800000	0.34333
5	23800000	23900000	0.35857
5	23900000	24000000	0.34744
5	24000000	24100000	0.35309
5	24100000	24200000	0.34391
5	24200000	24300000	0.35084
5	24300000	24400000	0.37329
5	24400000	24500000	0.34728
5	24500000	24600000	0.34024
5	24600000	24700000	0.358
5	24700000	24800000	0.35025
5	24800000	24900000	0.35316
5	24900000	25000000	0.33961
5	25000000	25100000	0.3521
5	25100000	25200000	0.35931
5	25200000	25300000	0.34058
5	25300000	25400000	0.35807
5	25400000	25500000	0.33798
5	25500000	25600000	0.34164
5	25600000	25700000	0.35138
5	25700000	25800000	0.34442
5	25800000	25900000	0.36076
5	25900000	26000000	0.34502
5	26000000	26100000	0.34275
5	26100000	26200000	0.33865
5	26200000	26300000	0.37406
5	26300000	26400000	0.35395
5	26400000	26500000	0.37254
5	26500000	26600000	0.34
5	26600000	26700000	0.34775
5	26700000	26800000	0.33984
5	26800000	26900000	0.34449
5	26900000	27000000	0.33917
5	27000000	27100000	0.34261
5	27100000	27200000	0.34866
5	27200000	27300000	0.35061
5	27300000	27400000	0.33838
5	27400000	27500000	0.34187
5	27500000	27600000	0.34492
5	27600000	27700000	0.34988
5	27700000	27800000	0.34569
5	27800000	27900000	0.34594
5	27900000	28000000	0.34001
5	28000000	28100000	0.35786
5	28100000	28200000	0.34337
5	28200000	28300000	0.34453
5	28300000	28400000	0.33954
5	28400000	28500000	0.35813
5	28500000	28600000	0.35537
5	28600000	28700000	0.33149
5	28700000	28800000	0.34202
5	28800000	28900000	0.36076
5	28900000	29000000	0.35618
5	29000000	29100000	0.3509
5	29100000	29200000	0.35249
5	29200000	29300000	0.3434
5	29300000	29400000	0.33754
5	29400000	29500000	0.3489
5	29500000	29600000	0.35003
5	29600000	29700000	0.34281
5	29700000	29800000	0.3394
5	29800000	29900000	0.34375
5	29900000	30000000	0.35631
5	30000000	30100000	0.34808
5	30100000	30200000	0.34789
5	30200000	30300000	0.36312
5	30300000	30400000	0.34516
5	30400000	30500000	0.36198
5	30500000	30600000	0.35017
5	30600000	30700000	0.34754
5	30700000	30800000	0.35648
5	30800000	30900000	0.37153
5	30900000	31000000	0.37084
5	31000000	31100000	0.37593
5	31100000	31200000	0.38631
5	31200000	31300000	0.38339
5	31300000	31400000	0.40883
5	31400000	31500000	0.39058
5	31500000	31600000	0.41306
5	31600000	31700000	0.45661
5	31700000	31800000	0.46104
5	31800000	31900000	0.4486
5	31900000	32000000	0.44544
5	32000000	32100000	0.45641
5	32100000	32200000	0.42163
5	32200000	32300000	0.44811
5	32300000	32400000	0.4139
5	32400000	32500000	0.42323
5	32500000	32600000	0.43929
5	32600000	32700000	0.42611
5	32700000	32800000	0.41417
5	32800000	32900000	0.3918
5	32900000	33000000	0.3853
5	33000000	33100000	0.37991
5	33100000	33200000	0.37441
5	33200000	33300000	0.37649
5	33300000	33400000	0.3889
5	33400000	33500000	0.39806
5	33500000	33600000	0.4272
5	33600000	33700000	0.39706
5	33700000	33800000	0.40073
5	33800000	33900000	0.40363
5	33900000	34000000	0.4143
5	34000000	34100000	0.39005
5	34100000	34200000	0.3861
5	34200000	34300000	0.35048
5	34300000	34400000	0.36286
5	34400000	34500000	0.41743
5	34500000	34600000	0.43
5	34600000	34700000	0.42809
5	34700000	34800000	0.4226
5	34800000	34900000	0.40081
5	34900000	35000000	0.40039
5	35000000	35100000	0.41459
5	35100000	35200000	0.41147
5	35200000	35300000	0.38882
5	35300000	35400000	0.39088
5	35400000	35500000	0.38217
5	35500000	35600000	0.37905
5	35600000	35700000	0.37157
5	35700000	35800000	0.37757
5	35800000	35900000	0.39737
5	35900000	36000000	0.41085
5	36000000	36100000	0.4072
5	36100000	36200000	0.37213
5	36200000	36300000	0.36841
5	36300000	36400000	0.39897
5	36400000	36500000	0.40615
5	36500000	36600000	0.39746
5	36600000	36700000	0.40838
5	36700000	36800000	0.41956
5	36800000	36900000	0.36605
5	36900000	37000000	0.34248
5	37000000	37100000	0.37161
5	37100000	37200000	0.38823
5	37200000	37300000	0.41118
5	37300000	37400000	0.42269
5	37400000	37500000	0.40251
5	37500000	37600000	0.38474
5	37600000	37700000	0.38209
5	37700000	37800000	0.39636
5	37800000	37900000	0.44159
5	37900000	38000000	0.4066
5	38000000	38100000	0.39836
5	38100000	38200000	0.41753
5	38200000	38300000	0.4053
5	38300000	38400000	0.42287
5	38400000	38500000	0.43485
5	38500000	38600000	0.39521
5	38600000	38700000	0.4159
5	38700000	38800000	0.41459
5	38800000	38900000	0.41089
5	38900000	39000000	0.36518
5	39000000	39100000	0.37118
5	39100000	39200000	0.37074
5	39200000	39300000	0.38296
5	39300000	39400000	0.38943
5	39400000	39500000	0.38109
5	39500000	39600000	0.38311
5	39600000	39700000	0.38103
5	39700000	39800000	0.36472
5	39800000	39900000	0.35683
5	39900000	40000000	0.36609
5	40000000	40100000	0.3599
5	40100000	40200000	0.37465
5	40200000	40300000	0.36793
5	40300000	40400000	0.37545
5	40400000	40500000	0.38597
5	40500000	40600000	0.3777
5	40600000	40700000	0.39126
5	40700000	40800000	0.38548
5	40800000	40900000	0.4278
5	40900000	41000000	0.38844
5	41000000	41100000	0.38812
5	41100000	41200000	0.36875
5	41200000	41300000	0.37298
5	41300000	41400000	0.37599
5	41400000	41500000	0.36901
5	41500000	41600000	0.38129
5	41600000	41700000	0.38092
5	41700000	41800000	0.37377
5	41800000	41900000	0.3751
5	41900000	42000000	0.36975
5	42000000	42100000	0.36023
5	42100000	42200000	0.37817
5	42200000	42300000	0.3686
5	42300000	42400000	0.37826
5	42400000	42500000	0.39126
5	42500000	42600000	0.38589
5	42600000	42700000	0.38401
5	42700000	42800000	0.36211
5	42800000	42900000	0.39535
5	42900000	43000000	0.43206
5	43000000	43100000	0.44388
5	43100000	43200000	0.43477
5	43200000	43300000	0.41877
5	43300000	43400000	0.41536
5	43400000	43500000	0.39637
5	43500000	43600000	0.40551
5	43600000	43700000	0.38204
5	43700000	43800000	0.38623
5	43800000	43900000	0.36668
5	43900000	44000000	0.37819
5	44000000	44100000	0.3726
5	44100000	44200000	0.37644
5	44200000	44300000	0.35366
5	44300000	44400000	0.35841
5	44400000	44500000	0.35415
5	44500000	44600000	0.36719
5	44600000	44700000	0.37043
5	44700000	44800000	0.35971
5	44800000	44900000	0.35908
5	44900000	45000000	0.36911
5	45000000	45100000	0.34919
5	45100000	45200000	0.36752
5	45200000	45300000	0.36696
5	45300000	45400000	0.34257
5	45400000	45500000	0.34753
5	45500000	45600000	0.3501
5	45600000	45700000	0.34917
5	45700000	45800000	0.37062
5	45800000	45900000	0.36399
5	45900000	46000000	0.36286
5	46000000	46100000	0.35966
5	46100000	46200000	0.37355
5	46200000	46300000	0.36042
5	46300000	46400000	0.37272
5	46400000	46500000	0.37762
5	46500000	46600000	0.3895577889447236
